,nyt_img_id,caption,perturbed_caption_1,goog_img_id_1,perturbed_caption_2,goog_img_id_2,perturbed_caption_3,goog_img_id_3
97,c8d44126-a660-5346-bcb1-b7627da8e4d6,"BURTON-ON-TRENT, England  Gareth Southgate mentions the letter almost as an aside. It had arrived at his home, out in the Yorkshire countryside. He does not go into detail about its contents beyond the fact that it was not exactly constructive feedback. It was best described, he said, as a very strange letter about race.",BURTON-ON-TRENT,c8d44126-a660-5346-bcb1-b7627da8e4d6_cap2_1,"BURTON-ON-TRENT, England  Gareth Southgate",c8d44126-a660-5346-bcb1-b7627da8e4d6_cap1_2,Gareth Southgate received a letter at his home in the Yorkshire countryside,c8d44126-a660-5346-bcb1-b7627da8e4d6_cap0_0
98,d3f48e9b-66a6-54b6-86bd-e37df35e8968,"Colorado has been the scene of several of the United States most notorious mass shootings, including those at Columbine High School in 1999 and a movie theater in Aurora in 2012.",Colorado,d3f48e9b-66a6-54b6-86bd-e37df35e8968_cap1_1,the United States,d3f48e9b-66a6-54b6-86bd-e37df35e8968_cap2_2,Colorado has been the scene of several of the U,d3f48e9b-66a6-54b6-86bd-e37df35e8968_cap0_1
99,dbfb4f49-6b14-530b-ae60-cf71178f9ed9,"TILBURG, the Netherlands  A few times each day, Mahat Arab, a 26-year-old Dutch spoken-word artist, cracks the knuckles of his left hand during tasks that make him feel anxious, like driving a car or talking on the phone. Karolien Wauters, a 23-year-old dancer, often tucks her hand into the waistband of her leggings. And Chandra Merx, a 41-year-old City Council official in Maastricht, raises her eyebrows, not only as an expression of surprise, but also as a reflex when shes rushing or lost in thought.",Dutch spoken-word artist cracks knuckles during tasks that make him feel anxious,dbfb4f49-6b14-530b-ae60-cf71178f9ed9_cap0_1,"Chandra Merx, a 41-year-old City Council official in Maastricht,",dbfb4f49-6b14-530b-ae60-cf71178f9ed9_cap2_2,"Mahat Arab, a 26-year-old Dutch spoken-word artist,",dbfb4f49-6b14-530b-ae60-cf71178f9ed9_cap1_0
100,e492684b-5141-5d6a-a4bb-1750c0e6f91d,Both John Fetterman of Pennsylvania and Tim Ryan of Ohio sought Senate seats this year as Democrats appealing to the working class.,Both John Fetterman of Pennsylvania and Tim Ryan of Ohio,e492684b-5141-5d6a-a4bb-1750c0e6f91d_cap1_1,Both John Fetterman of Pennsylvania and Tim Ryan of Ohio sought Senate seats this year,e492684b-5141-5d6a-a4bb-1750c0e6f91d_cap0_1,John Fetterman,e492684b-5141-5d6a-a4bb-1750c0e6f91d_cap2_0
101,e89aa1e0-34d4-59a6-9154-48c45dfde9ec,"TURIN, Italy  He has been detained and then deported from one country and barred from entering two others that are major stops on the tennis circuit.",Tennis star has been banned from entering three countries,e89aa1e0-34d4-59a6-9154-48c45dfde9ec_cap0_2,TURIN,e89aa1e0-34d4-59a6-9154-48c45dfde9ec_cap2_2,"TURIN, Italy  ",e89aa1e0-34d4-59a6-9154-48c45dfde9ec_cap1_0
102,ea418998-e582-5ff8-883e-ddb487d7b99b,"COLORADO SPRINGS  Richard M. Fierro was at a table in Club Q with his wife, daughter and friends on Saturday, watching a drag show, when the sudden flash of gunfire ripped across the nightclub. His instincts from four combat deployments as an Army officer in Iraq and Afghanistan kicked in.",COLORADO SPRINGS  Richard M. Fierro,ea418998-e582-5ff8-883e-ddb487d7b99b_cap1_1,the sudden flash of gunfire,ea418998-e582-5ff8-883e-ddb487d7b99b_cap2_1,Richard M,ea418998-e582-5ff8-883e-ddb487d7b99b_cap0_2
103,ecaff7a2-7165-5058-b330-99da1b730bb3,"As Senator Raphael Warnock and Herschel Walker enter the final weeks of their runoff election, both sides are pouring money into ads and courting national allies for visits.",Raphael Warnock and Herschel Walker enter the final weeks of their runoff election,ecaff7a2-7165-5058-b330-99da1b730bb3_cap0_1,Raphael Warnock,ecaff7a2-7165-5058-b330-99da1b730bb3_cap2_0,Senator Raphael Warnock and Herschel Walker,ecaff7a2-7165-5058-b330-99da1b730bb3_cap1_0
104,ee10c36d-336e-5216-8846-41fb40ccf3de,"New York City has many icons, like the Empire State Building and Rockefeller Center. And Bloomingdales, the department store that opened shop in 1872 and this year is marking its 150th anniversary.",New York City,ee10c36d-336e-5216-8846-41fb40ccf3de_cap1_0,Bloomingdales is celebrating its 150th anniversary this year,ee10c36d-336e-5216-8846-41fb40ccf3de_cap0_1,"Bloomingdales, the department store that opened shop in 1872 and this year",ee10c36d-336e-5216-8846-41fb40ccf3de_cap2_1
105,0926e83a-4e21-5dbc-8097-054f59c54dbc,"When Shamel Capers, 24, shuffled into a crowded Queens courtroom on Thursday, he was still a convicted murderer, his hands shackled to a thick leather belt as three court officers stood close by.","Shamel Capers, 24, shuffled into a crowded Queens courtroom on Thursday",0926e83a-4e21-5dbc-8097-054f59c54dbc_cap0_2,"Shamel Capers, 24,",0926e83a-4e21-5dbc-8097-054f59c54dbc_cap2_1,three court officers,0926e83a-4e21-5dbc-8097-054f59c54dbc_cap1_3
106,0ae8e641-8440-5de3-a1c3-537e99705246,"A Dutch court sentenced three men with ties to the Russian security services to life in prison for shooting down a passenger jet over Ukraine in 2014, killing 298 people on board. A fourth suspect was acquitted.",A Dutch court,0ae8e641-8440-5de3-a1c3-537e99705246_cap1_3,A Dutch court sentenced three men with ties to the Russian security services to life in prison,0ae8e641-8440-5de3-a1c3-537e99705246_cap0_2,A fourth suspect,0ae8e641-8440-5de3-a1c3-537e99705246_cap2_3
107,0e0ee9c3-bdfe-54ea-99da-55df207d93b2,"For years, officials had known that Halloween weekends in Itaewon, a popular nightlife district in Seoul, attracted large crowds, warning internally that people could be crushed to death.",Itaewon,0e0ee9c3-bdfe-54ea-99da-55df207d93b2_cap1_1,"Officials had known that Halloween weekends in Itaewon, a popular nightlife district",0e0ee9c3-bdfe-54ea-99da-55df207d93b2_cap0_2,Seoul,0e0ee9c3-bdfe-54ea-99da-55df207d93b2_cap2_0
108,151f3f65-e4dc-5ef0-a14f-267c9afe4e65,"PARIS  For most of her testimony, C\xe9lia Viale kept her composure. She recounted the agonizing two-day wait to learn that her mother was among 86 people killed in a terrorist attack. She described a whirlwind of visits to the morgue, the police station and a psychologist.",Célia Viale,151f3f65-e4dc-5ef0-a14f-267c9afe4e65_cap2_2,PARIS,151f3f65-e4dc-5ef0-a14f-267c9afe4e65_cap1_2,Célia Viale kept her composure as she recounted the agonizing two-,151f3f65-e4dc-5ef0-a14f-267c9afe4e65_cap0_3
109,25a772ed-f7a7-5a81-9d71-0729a9224664,The 96-missile barrage fired across Ukraine on Tuesday was Russias biggest aerial attack of the war so far. But it followed months of assertions by Western and Ukrainian officials that Moscows stockpile of missiles and other weapons was rapidly dwindling.,The 96-missile barrage fired across Ukraine on Tuesday was Russias biggest aerial attack,25a772ed-f7a7-5a81-9d71-0729a9224664_cap0_1,Moscows stockpile of missiles and other weapons,25a772ed-f7a7-5a81-9d71-0729a9224664_cap2_0,The 96-missile barrage,25a772ed-f7a7-5a81-9d71-0729a9224664_cap1_3
110,271ad697-20f9-5deb-ae43-a9536e3f5de8,"The tax-fraud trial of Donald J. Trumps family business continued in State Supreme Court in Manhattan on Thursday with more testimony from Allen H. Weisselberg, the former chief financial officer of the Trump Organization.",The tax-fraud trial of Donald J. Trumps family business,271ad697-20f9-5deb-ae43-a9536e3f5de8_cap1_3,Donald J. Trumps,271ad697-20f9-5deb-ae43-a9536e3f5de8_cap2_1,The tax-fraud trial of Donald J,271ad697-20f9-5deb-ae43-a9536e3f5de8_cap0_0
111,2fa13db1-b795-547a-989d-5d271b4c179b,"KYIV, Ukraine  Russia is turning winter into a weapon, even as its soldiers flail on the battlefield.","KYIV, Ukraine  Russia",2fa13db1-b795-547a-989d-5d271b4c179b_cap1_0,"Russia is turning winter into a weapon, even as its soldiers flail on the battlefield",2fa13db1-b795-547a-989d-5d271b4c179b_cap0_1,KYIV,2fa13db1-b795-547a-989d-5d271b4c179b_cap2_0
112,413d443d-73ff-5a92-82b2-f875efe8c21f,"BUFFALO  With Thanksgiving still days away, an unpredictable, late-fall snowstorm blew through Western New York on Friday, unleashing whipping wind and bands of snow as hundreds of thousands of residents hunkered down.","an unpredictable, late-fall snowstorm",413d443d-73ff-5a92-82b2-f875efe8c21f_cap1_2,hundreds of thousands of residents,413d443d-73ff-5a92-82b2-f875efe8c21f_cap2_2,Late-fall snowstorm blows through Western New York,413d443d-73ff-5a92-82b2-f875efe8c21f_cap0_0
113,49a9f2f2-fce6-5b81-80f4-62c199cecaf4,"AMBOVOMBE-ANDROY, Madagascar  From the time she was a young bride, all Taliasoa Vaolina knew was planting beans and corn to feed her family in their village in Madagascar. But three years ago, the worst drought in a generation set in.","AMBOVOMBE-ANDROY, Madagascar",49a9f2f2-fce6-5b81-80f4-62c199cecaf4_cap1_2,all Taliasoa Vaolina,49a9f2f2-fce6-5b81-80f4-62c199cecaf4_cap2_0,Taliasoa Vaolina grew up planting beans and corn to feed her family in,49a9f2f2-fce6-5b81-80f4-62c199cecaf4_cap0_2
114,4ed88c41-e6be-57a3-b743-fccf7404febf,Among the movement challenges that the choreographer Jennifer Weber has been facing lately.  dodging tourists on the sidewalks around Times Square as she runs between theaters. Her first Broadway show opens on Thursday. Her second opens Sunday.,the choreographer Jennifer Weber,4ed88c41-e6be-57a3-b743-fccf7404febf_cap1_0,Jennifer Weber's first Broadway show opens on Thursday,4ed88c41-e6be-57a3-b743-fccf7404febf_cap0_0,Her first Broadway show,4ed88c41-e6be-57a3-b743-fccf7404febf_cap2_0
115,53c8443f-6094-5332-b811-e917d95aba3b,"HAMBURG, Germany  Shortly after the announcement last month that the French writer Annie Ernaux had won the Nobel Prize in Literature, there was a run on the box office at the Deutsches Schauspielhaus here.  All the tickets for the theaters adaptation of Ernauxs 2000 memoir, Happening, sold out.","HAMBURG, Germany",53c8443f-6094-5332-b811-e917d95aba3b_cap1_2,the French writer Annie Ernaux,53c8443f-6094-5332-b811-e917d95aba3b_cap2_2,"All the tickets for the theaters adaptation of Annie Ernauxs 2000 memoir, Happening",53c8443f-6094-5332-b811-e917d95aba3b_cap0_2
116,571e20b1-418f-5209-9dd7-a2f5c0961f75,"Do flower children still inhabit a dying planet? If temperatures keep rising, will there be anything left of the garden? On an increasingly ambitious series of records released over the past decade, Natalie Mering, who makes music under the name Weyes Blood, has sought answers to these riddles.",Natalie Mering,571e20b1-418f-5209-9dd7-a2f5c0961f75_cap2_0,Natalie Mering makes music under the name Weyes Blood,571e20b1-418f-5209-9dd7-a2f5c0961f75_cap0_2,"Natalie Mering, who makes music under the name Weyes Blood,",571e20b1-418f-5209-9dd7-a2f5c0961f75_cap1_1
117,589c0103-7f77-59d0-bb3b-8864e46fd937,Ticketmaster has canceled its planned public sale of tickets to Taylor Swifts latest tour after a whirlwind few days that demonstrated not only Swifts extraordinary fan following but the limitations of musics dominant ticketing system.,Ticketmaster,589c0103-7f77-59d0-bb3b-8864e46fd937_cap1_1,Taylor Swifts,589c0103-7f77-59d0-bb3b-8864e46fd937_cap2_0,Ticketmaster has canceled its planned public sale of tickets to Taylor Swifts latest tour,589c0103-7f77-59d0-bb3b-8864e46fd937_cap0_2
118,5b1b5b04-193e-5821-a206-c09f189b04a8,"When Mayor Eric Adams took office in January on a platform of reducing crime, some left-leaning Democrats feared that he would prioritize policing efforts over some of the root issues in crime, like mental illness or joblessness.",Mayor Eric Adams,5b1b5b04-193e-5821-a206-c09f189b04a8_cap2_0,"When Mayor Eric Adams took office in January on a platform of reducing crime,",5b1b5b04-193e-5821-a206-c09f189b04a8_cap0_3,some left-leaning Democrats,5b1b5b04-193e-5821-a206-c09f189b04a8_cap1_2
119,5d79e831-1323-56b1-ac69-ebea34900397,"AMSTERDAM  The shooting down of a passenger jet over eastern Ukraine in 2014 claimed all 298 civilian lives aboard, and came in the midst of a conflict that foreshadowed Russias invasion of Ukraine this year.",The shooting down of a passenger jet over eastern Ukraine in 2014,5d79e831-1323-56b1-ac69-ebea34900397_cap1_2,The shooting down of a passenger jet over eastern Ukraine in 2014 claimed all 298 civilian lives,5d79e831-1323-56b1-ac69-ebea34900397_cap0_0,AMSTERDAM,5d79e831-1323-56b1-ac69-ebea34900397_cap2_2
120,66893837-e24c-59f9-bcef-595d56911ecc,"Michael J. Gerson, who as George W. Bushs chief speechwriter and one of his closest advisers composed many of the presidents signature addresses and wielded outsize influence on his domestic and foreign policies, and who later, as a regular columnist at The Washington Post, became a sharp critic of the Trump administration, died on Thursday in Washington. He was 58.","who later, as a regular columnist at The Washington Post,",66893837-e24c-59f9-bcef-595d56911ecc_cap1_2,Michael J. Gerson,66893837-e24c-59f9-bcef-595d56911ecc_cap2_1,Michael J,66893837-e24c-59f9-bcef-595d56911ecc_cap0_3
121,6c9b6992-6fd7-5063-b115-cbbe0da36791,"Thomas McKean has noticed a number of things New Yorkers dont do anymore.  leaving business cards on windshields, using plastic Thank You bags and hailing yellow cabs. Soon, Mr. McKean, an artist, will add another ubiquitous piece of New York history to that list.  swiping MetroCards to ride the subway or bus.",Artist Thomas McKean is creating a series of videos about New York City,6c9b6992-6fd7-5063-b115-cbbe0da36791_cap0_3,Thomas McKean,6c9b6992-6fd7-5063-b115-cbbe0da36791_cap2_1,"Mr. McKean, an artist,",6c9b6992-6fd7-5063-b115-cbbe0da36791_cap1_2
122,6f38a5d1-9a35-53a2-871b-52f4d3e69df1,"DALLAS  A lieutenant who was the acting chief of the police in Uvalde, Texas, during the shooting at Robb Elementary School stepped down on Thursday, a city spokeswoman said, amid questions about his actions and after the release of video footage showing that he did not order officers to quickly breach the classrooms.",a city spokeswoman,6f38a5d1-9a35-53a2-871b-52f4d3e69df1_cap2_2," lieutenant who was acting chief of the police in Uvalde, Texas, during the",6f38a5d1-9a35-53a2-871b-52f4d3e69df1_cap0_1,"DALLAS  A lieutenant who was the acting chief of the police in Uvalde, Texas, during the shooting at Robb Elementary School",6f38a5d1-9a35-53a2-871b-52f4d3e69df1_cap1_3
123,761c8668-d234-5a56-956b-face2dbf2e30,"When Jonathan Greenblatt, chief executive of the Anti-Defamation League, learned that Nets guard Kyrie Irving had posted a link on Twitter to an antisemitic film, he was touring a college with his son.",Nets guard Kyrie Irving,761c8668-d234-5a56-956b-face2dbf2e30_cap2_3,Kyrie Irving posted a link on Twitter to an antisemitic film,761c8668-d234-5a56-956b-face2dbf2e30_cap0_2,"Jonathan Greenblatt, chief executive of the Anti-Defamation League,",761c8668-d234-5a56-956b-face2dbf2e30_cap1_1
124,7dc3d633-0a3c-598e-870b-607771805222,"Robert Clary, a Parisian Jew who survived concentration camps as a youth and went on to star on Hogans Heroes, the hit 1960s sitcom set in a German prisoner-of-war camp during World War II, died on Wednesday at his home in Beverly Hills, Calif., He was 96.",Robert Clary,7dc3d633-0a3c-598e-870b-607771805222_cap2_2,"Robert Clary, a Parisian Jew who survived concentration camps as a youth and went on to star on Hogans Heroes, the hit 1960s sitcom set in a German prisoner-of-war camp during World War II,",7dc3d633-0a3c-598e-870b-607771805222_cap1_3,"Robert Clary, a Parisian Jew who survived concentration camps as a youth, died",7dc3d633-0a3c-598e-870b-607771805222_cap0_0
125,7e4e6726-e30a-57c1-aecc-3239a01e46f1,"SULAIMANIYA, Iraq  When Masoud, a 27-year-old computer programmer, returned to his family home in Tehran, bleeding after being shot by security forces with dozens of metal pellets, his father urged him to go to the hospital.",Iraq,7e4e6726-e30a-57c1-aecc-3239a01e46f1_cap2_1,"Masoud, a 27-year-old computer programmer,",7e4e6726-e30a-57c1-aecc-3239a01e46f1_cap1_2,"Masoud, a 27-year-old computer programmer, was shot by security forces",7e4e6726-e30a-57c1-aecc-3239a01e46f1_cap0_1
126,7f834d46-f09b-538d-9baf-6873f1c014f5,"Federal prosecutors have charged eight people with running an international monkey-smuggling operation in which hundreds of the endangered primates were poached from the wild in Southeast Asia and shipped to the U.S. for research purposes, the Justice Department said on Wednesday.",Eight people charged with running international monkey-smuggling operation,7f834d46-f09b-538d-9baf-6873f1c014f5_cap0_2,hundreds of the endangered primates,7f834d46-f09b-538d-9baf-6873f1c014f5_cap1_0,the Justice Department,7f834d46-f09b-538d-9baf-6873f1c014f5_cap2_1
127,80848a23-c477-5912-8b83-9ddee036af2f,Good morning. Well look at a big-money donation that will help Hunter College address the need for nurses and nurse practitioners. Well also look at a law that takes effect next week and will allow women to sue New York State over allegations of sexual abuse in prisons going back decades.,A big-money donation will help Hunter College address the need for nurses and nurse practitioners,80848a23-c477-5912-8b83-9ddee036af2f_cap0_3,Hunter College,80848a23-c477-5912-8b83-9ddee036af2f_cap1_2,New York State,80848a23-c477-5912-8b83-9ddee036af2f_cap2_3
128,854b0294-5f92-5b68-b5f6-5878e451f8fc,Twenty-one people were killed after a fire broke out during a family celebration in the northern Gaza neighborhood of Jabaliya.,Twenty-one people were killed after a fire broke out during a family celebration in the,854b0294-5f92-5b68-b5f6-5878e451f8fc_cap0_1,Twenty-one people,854b0294-5f92-5b68-b5f6-5878e451f8fc_cap1_1,Gaza,854b0294-5f92-5b68-b5f6-5878e451f8fc_cap2_3
129,87baf935-f05b-5ac0-bc23-9bb4c9065a50,"Chaos reared its head in Week 10 and its handiwork was everywhere. Josh Allen fumbled with 41 seconds left in the fourth quarter, leading to a Vikings win. Officials missed a face mask call during the Eagles fourth-quarter comeback try against the Commanders. The Cowboys unsuccessful decision to go for it on fourth down opened the door for the Packers.",Josh Allen,87baf935-f05b-5ac0-bc23-9bb4c9065a50_cap2_2,Officials missed a face mask call during the Eagles fourth-quarter comeback try against the Command,87baf935-f05b-5ac0-bc23-9bb4c9065a50_cap0_3,The Cowboys unsuccessful decision to go for it on fourth down,87baf935-f05b-5ac0-bc23-9bb4c9065a50_cap1_0
130,88384e3d-86ff-5855-9405-24435363d849,"The Manhattan district attorneys office on Thursday sought the dismissal of 188 misdemeanor convictions, going as far back as 2001, that were tied to the work of eight former New York Police Department officers, sergeants and detectives who have since been discredited.",Manhattan,88384e3d-86ff-5855-9405-24435363d849_cap2_3,The Manhattan district attorneys office on Thursday,88384e3d-86ff-5855-9405-24435363d849_cap1_2,The Manhattan district attorneys office on Thursday sought the dismissal of 188 misdemeanor convictions,88384e3d-86ff-5855-9405-24435363d849_cap0_2
131,88e1bd91-c132-589a-ae79-771f7b8d2c38,"BUFFALO, N.Y.  The gunman who was accused of killing 10 people in a racist massacre at a Buffalo supermarket earlier this year has agreed to plead guilty to all state charges against him, according to two victims relatives.",Gunman accused of killing 10 people in a racist massacre at a Buffalo supermarket earlier this,88e1bd91-c132-589a-ae79-771f7b8d2c38_cap0_0,"BUFFALO, N.Y.  The gunman who was accused of killing 10 people in a racist massacre at a Buffalo supermarket earlier this year",88e1bd91-c132-589a-ae79-771f7b8d2c38_cap1_1,BUFFALO,88e1bd91-c132-589a-ae79-771f7b8d2c38_cap2_0
132,8eb73ea5-b456-56d4-83c6-6ad577d4b9cf,"WASHINGTON  Hours after winning control of the House, Republicans began laying out plans on Thursday for investigations of President Biden, his administration and his family, and were met with promises of a multimillion-dollar counteroffensive from a network of groups allied with Democrats.",House,8eb73ea5-b456-56d4-83c6-6ad577d4b9cf_cap2_3,"Republicans begin laying out plans for investigations of President Biden, his administration and his family",8eb73ea5-b456-56d4-83c6-6ad577d4b9cf_cap0_3,WASHINGTON,8eb73ea5-b456-56d4-83c6-6ad577d4b9cf_cap1_3
133,8fce22d8-2647-5cb5-94fa-b795e917f1c9,"Two years ago, a devastating fire destroyed the Doris Duke Theater, a hub of creativity and experimentation on the campus of Jacobs Pillow, a celebrated dance center in Becket, Mass.",Jacobs Pillow,8fce22d8-2647-5cb5-94fa-b795e917f1c9_cap2_1,"Two years ago, a devastating fire destroyed the Doris Duke Theater",8fce22d8-2647-5cb5-94fa-b795e917f1c9_cap0_2,a devastating fire,8fce22d8-2647-5cb5-94fa-b795e917f1c9_cap1_0
134,926be36a-1319-58f9-b006-e3b24f695780,"Kumail Nanjiani had read the scripts. He had shot the scenes. But when he saw the rough cuts of the final episodes of Welcome to Chippendales, the true-crime limited series that premieres on Hulu on Nov. 22, he had a revelation.",Chippendales,926be36a-1319-58f9-b006-e3b24f695780_cap2_0,Kumail Nanjiani,926be36a-1319-58f9-b006-e3b24f695780_cap1_3,Kumail Nanjiani had read the scripts,926be36a-1319-58f9-b006-e3b24f695780_cap0_3
135,98eea2dc-5541-58ae-8b64-d41026724a2e,"SHARM EL SHEIKH, Egypt  Sometime in the next few days, the moment will come. Negotiators from among 200 countries with varied interests and motives will be sweating over terms and definitions as they strain to forge a global climate agreement. Thats when the woman known as The Closer goes to work.",Negotiators from among 200 countries will strain to forge a global climate agreement,98eea2dc-5541-58ae-8b64-d41026724a2e_cap0_3,Negotiators from among 200 countries with varied interests and motives,98eea2dc-5541-58ae-8b64-d41026724a2e_cap1_2,"SHARM EL SHEIKH, Egypt  Sometime in the next few days",98eea2dc-5541-58ae-8b64-d41026724a2e_cap2_2
136,9f3f6f96-6535-512d-9895-89a7d11442a5,"Michael Doshier was on his way to a party at the House of Yes, a graffiti-splashed dance club in Bushwick, last Thursday night when he got a text. We actually didnt go in yet, his friend wrote. Theyre giving out monkeypox vaccines so were getting them!'",Michael Doshier was on his way to a party at the House of Yes in,9f3f6f96-6535-512d-9895-89a7d11442a5_cap0_1,Michael Doshier,9f3f6f96-6535-512d-9895-89a7d11442a5_cap1_2,the House of Yes,9f3f6f96-6535-512d-9895-89a7d11442a5_cap2_1
137,aea3a96d-4203-5475-bb6d-b8bbdfdd3581,Judges in the Netherlands announce their ruling in the murder trial in absentia of four suspects accused of downing Malaysia Airlines flight MH17 over Ukraine in 2014.,Four suspects accused of downing Malaysia Airlines flight MH17 over Ukraine in 2014,aea3a96d-4203-5475-bb6d-b8bbdfdd3581_cap0_2,Judges in the Netherlands,aea3a96d-4203-5475-bb6d-b8bbdfdd3581_cap1_1,Netherlands,aea3a96d-4203-5475-bb6d-b8bbdfdd3581_cap2_3
138,b2c6ea93-6af4-5941-8e66-3b368bcbd6c6,"Speaker Nancy Pelosi announced on the House floor on Thursday that she would not seek a leadership role in the next Congress. The following is a transcript of her remarks, as recorded by The New York Times.",Speaker Nancy Pelosi,b2c6ea93-6af4-5941-8e66-3b368bcbd6c6_cap1_3,Nancy Pelosi,b2c6ea93-6af4-5941-8e66-3b368bcbd6c6_cap2_3,Speaker Nancy Pelosi announced on the House floor that she would not seek a leadership role,b2c6ea93-6af4-5941-8e66-3b368bcbd6c6_cap0_1
139,b5a99a02-df0b-5ec7-b04c-16504b85e21d,"The American basketball star Brittney Griner was transferred to a penal colony outside Moscow on Thursday, her lawyers said, where she will begin to serve a nine-year prison term after a Russian court convicted her on a drug charge.",Brittney Griner will begin a nine-year prison term after a Russian court,b5a99a02-df0b-5ec7-b04c-16504b85e21d_cap0_1,a Russian court,b5a99a02-df0b-5ec7-b04c-16504b85e21d_cap2_2,The American basketball star Brittney Griner,b5a99a02-df0b-5ec7-b04c-16504b85e21d_cap1_2
140,be5de9a2-fab7-50c0-9bf8-ab293c126987,An early-season snowstorm in the Great Lakes region dumped snow at rates of two to three inches an hour across a series of towns in upstate New York.,An early-season snowstorm in the Great Lakes region,be5de9a2-fab7-50c0-9bf8-ab293c126987_cap1_2,New York,be5de9a2-fab7-50c0-9bf8-ab293c126987_cap2_0,Snow fell at rates of two to three inches an hour across upstate New York,be5de9a2-fab7-50c0-9bf8-ab293c126987_cap0_2
141,bfbb67ee-c437-5997-8d9f-e724723b5aeb,"SAN FRANCISCO  The University of California Board of Regents on Thursday put off until next month a decision whether to bless or block U.C.L.A.s move to the Big Ten Conference, saying it needed more time  and information  before making such a consequential call that would also affect the states other flagship university, Cal-Berkeley.",SAN FRANCISCO  ,bfbb67ee-c437-5997-8d9f-e724723b5aeb_cap1_2,The University of California Board of Regents on Thursday,bfbb67ee-c437-5997-8d9f-e724723b5aeb_cap2_3,Regents put off decision on whether to bless or block U,bfbb67ee-c437-5997-8d9f-e724723b5aeb_cap0_0
142,c140bf30-ddce-55a6-9b3f-983cee9882c1,"A day after it emerged that the American basketball star Brittney Griner had been sent to a Russian penal colony, a top Russian diplomat said on Friday that the prospect of a prisoner exchange was increasing, and acknowledged that it could involve a Russian arms dealer imprisoned in the United States.",Russian diplomat says prospect of prisoner exchange is increasing,c140bf30-ddce-55a6-9b3f-983cee9882c1_cap0_3,the American basketball star Brittney Griner,c140bf30-ddce-55a6-9b3f-983cee9882c1_cap1_3,a top Russian diplomat,c140bf30-ddce-55a6-9b3f-983cee9882c1_cap2_1
143,ca18c933-ce5f-50ca-8bb5-6428cba08388,"ROZDOLIVKA, Ukraine  Before the war arrived at his doorstep, Anton Filatov, a Ukrainian film critic, said the most dangerous thing he ever carried was a fork.","ROZDOLIVKA, Ukraine  Before the war arrived at his doorstep, Anton Filatov, a Ukrainian film critic,",ca18c933-ce5f-50ca-8bb5-6428cba08388_cap1_2,"Anton Filatov, a Ukrainian film critic, said the most dangerous thing he",ca18c933-ce5f-50ca-8bb5-6428cba08388_cap0_1,the most dangerous thing he ever carried,ca18c933-ce5f-50ca-8bb5-6428cba08388_cap2_1
144,cf38d843-3ace-59f5-b838-885b39a914b0,"Operation Warp Speed, the Trump-era program that poured billions of dollars into developing Covid shots, seemed to signal a new dawn of American vaccine making, demonstrating how decades of scientific grunt work could be turned into lifesaving medicine in a matter of months.",decades of scientific grunt work,cf38d843-3ace-59f5-b838-885b39a914b0_cap1_2,Operation Warp Speed was a Trump-era program that poured billions of dollars into developing Cov,cf38d843-3ace-59f5-b838-885b39a914b0_cap0_2,"Operation Warp Speed, the Trump-era program that poured billions of dollars into developing Covid shots,",cf38d843-3ace-59f5-b838-885b39a914b0_cap2_3
145,e9a574fb-ad09-5c4e-ab44-197bcc0de0cc,"New York Citys taxi regulators will raise fares for the first time in 10 years, a change that city officials hope will boost the struggling industry.",New York Citys taxi regulators,e9a574fb-ad09-5c4e-ab44-197bcc0de0cc_cap1_2,New York City's taxi regulators will raise fares for the first time in 10 years,e9a574fb-ad09-5c4e-ab44-197bcc0de0cc_cap0_2,New York Citys,e9a574fb-ad09-5c4e-ab44-197bcc0de0cc_cap2_1
146,ecd524e3-93be-5b5b-95d3-bb5b48afb856,"Hundreds of Palestinian mourners gathered in Gaza on Friday, a day after a fast-spreading fire killed 21 people at what had started as a family celebration.",Hundreds of Palestinian mourners,ecd524e3-93be-5b5b-95d3-bb5b48afb856_cap1_3,a fast-spreading fire,ecd524e3-93be-5b5b-95d3-bb5b48afb856_cap2_2,Hundreds of Palestinian mourners gathered in Gaza on Friday,ecd524e3-93be-5b5b-95d3-bb5b48afb856_cap0_3
147,ef87a056-53df-5802-bec5-424976ee87a7,"JERUSALEM  A festive family gathering in the Gaza Strip celebrating a birthday and a graduation turned deadly on Thursday night, when a fire broke out and engulfed a multistory building, killing all 21 people at the party, an official said.",JERUSALEM,ef87a056-53df-5802-bec5-424976ee87a7_cap1_1,"A fire broke out and engulfed a multistory building, killing all 21 people",ef87a056-53df-5802-bec5-424976ee87a7_cap0_3,the Gaza Strip,ef87a056-53df-5802-bec5-424976ee87a7_cap2_3
148,001d81a9-8f14-5c4d-b2fa-c77c441bb945,"Raised Roman Catholic in France, Juliette Robert saw similarities between her childhood faith and the Church of Sweden. Its not totally surprising, since Swedens Lutheran church was among those that split from Rome during the Reformation.",France,001d81a9-8f14-5c4d-b2fa-c77c441bb945_cap2_1,Swedens Lutheran church,001d81a9-8f14-5c4d-b2fa-c77c441bb945_cap1_2,Juliette Robert was raised Roman Catholic in France,001d81a9-8f14-5c4d-b2fa-c77c441bb945_cap0_3
